A,B,C,D,E,F,G,H,O
195,96,96,93,92,114.4,40.33162531,121.3012778,0
195,96,96,92,92,114.2,40.43958457,121.148669,0
195,96,96,92,92,114.2,40.43958457,121.148669,0
194,96,96,91,93,114,40.04497472,120.8288045,0
194,96,96,92,93,114.2,39.9319421,120.9801637,0
193,95,95,91,93,113.4,39.8276286,120.1906818,0
192,95,95,91,92,113,39.5322653,119.7154961,0
192,95,95,91,93,113.2,39.4279089,119.8699295,0
190,95,95,90,93,112.6,38.74325748,119.0789654,0
190,94,94,90,93,112.2,38.92762515,118.7611047,0
191,94,94,91,93,112.6,39.21530314,119.2333846,0
190,95,95,91,93,112.8,38.6284869,119.2308685,0
189,95,95,91,92,112.4,38.33327536,118.7568945,0
188,95,95,91,92,112.2,37.93362624,118.4390138,0
189,95,95,90,92,112.2,38.44684642,118.6043844,0
190,93,93,89,93,111.6,39.2306003,118.2945476,0
192,94,94,89,93,112.4,39.84269067,119.2526729,0
191,94,94,89,93,112.2,39.44312361,118.9310725,0
191,94,94,89,93,112.2,39.44312361,118.9310725,0
191,94,94,88,92,111.8,39.66055975,118.626304,0
192,93,93,88,92,111.6,40.24226634,118.6338906,0
193,93,93,88,92,111.8,40.64185035,118.9579758,0
193,93,93,89,93,112.2,40.42969206,119.2618967,0
194,93,93,89,94,112.6,40.73622467,119.7422231,0
192,92,92,91,95,112.4,39.82260664,119.2459643,0
192,91,91,90,95,111.8,40.13676619,118.7863629,0
194,91,91,90,94,112,41.02194535,119.2761502,0
193,92,92,90,94,112.2,40.41979713,119.2585427,0
193,92,92,91,93,112.2,40.40495019,119.2535115,0
193,92,92,90,93,112,40.5117267,119.1016373,0
194,92,92,91,95,112.8,40.62216144,119.8916177,0
193,92,92,92,95,112.8,40.11682939,119.7213431,0
192,92,92,91,94,112.2,39.91190299,119.0873629,0
190,93,93,91,93,112,39.00769155,118.5984823,0
191,92,92,92,94,112.2,39.40761348,118.9193004,0
192,91,91,92,93,111.8,40.10685727,118.7762603,0
191,91,91,92,93,111.6,39.70692635,118.4533664,0
191,90,90,93,93,111.4,39.82260664,118.3038461,0
189,90,90,93,94,111.2,38.93276255,117.8185045,0
189,90,90,93,94,111.2,38.93276255,117.8185045,0
191,90,90,92,92,111,40.00999875,117.9906776,0
190,90,90,93,92,111,39.51708491,117.8244457,0
188,91,91,94,92,111.2,38.41562182,117.6486294,0
189,91,91,94,92,111.4,38.81546084,117.9686399,0
189,91,91,95,92,111.6,38.72776782,118.1287433,0
190,91,91,94,91,111.4,39.31717182,118.1346689,0
188,90,90,94,92,110.8,38.6284869,117.3405301,0
188,90,90,94,92,110.8,38.6284869,117.3405301,0
189,89,89,94,92,110.6,39.2458915,117.3567212,0
188,90,90,93,91,110.4,38.81546084,117.0247837,0
188,91,91,93,91,110.8,38.60777124,117.3337121,0
186,91,91,93,91,110.4,37.80793567,116.6944729,0
185,92,92,94,91,110.8,37.11280103,116.8503316,0
184,92,92,95,91,110.8,36.62458191,116.6961867,0
185,92,92,96,91,111.2,36.93995127,117.1750827,0
186,91,91,96,92,111.2,37.44542696,117.3354166,0
185,91,91,95,91,110.6,37.23224409,116.6987575,0
184,92,92,95,91,110.8,36.62458191,116.6961867,0
184,90,90,94,90,109.6,37.23224409,115.7514579,0
183,90,90,94,91,109.6,36.72927987,115.5906571,0
182,89,89,94,91,109,36.5458616,114.9634725,0
182,88,88,93,90,108.2,36.94536507,114.3337221,0
181,90,90,93,90,108.8,36.11869322,114.6385624,0
181,93,93,94,89,110,35.54152501,115.599308,0
182,94,94,93,89,110.4,35.84745458,116.0741143,0
182,96,96,92,88,110.8,35.7233817,116.4164937,0
183,95,95,92,90,111,36.04996533,116.7073262,0
183,95,95,91,89,110.6,36.27450896,116.3967353,0
183,95,95,90,89,110.4,36.38461213,116.2411287,0
182,94,94,90,89,109.8,36.15743354,115.600173,0
182,94,94,89,90,109.8,36.15743354,115.600173,0
181,93,93,90,90,109.4,35.82513084,115.1164628,0
180,92,92,90,90,108.8,35.61123418,114.4796925,0
179,91,91,90,89,108,35.50774563,113.6872904,0
178,90,90,89,90,107.4,35.30212458,113.0530849,0
180,90,90,89,90,107.8,36.1020775,113.6846516,0
181,89,89,88,89,107.2,36.90203246,113.3737183,0
180,90,90,88,88,107.2,36.41098735,113.21484,0
179,91,91,87,87,107,36.04441704,112.9079271,0
179,94,94,87,87,108.2,35.53814852,113.8867859,0
179,96,96,87,87,109,35.23066846,114.5521715,0
178,96,96,87,87,108.8,34.83331738,114.240098,0
179,95,95,87,87,108.6,35.38135102,114.2182122,0
179,95,95,86,88,108.6,35.38700326,114.2199632,0
178,95,95,86,88,108.4,34.98914117,113.9069796,0
179,94,94,86,88,108.2,35.54377583,113.888542,0
179,94,94,85,88,108,35.67071628,113.7382961,0
179,94,94,85,87,107.8,35.78491302,113.5843299,0
180,93,93,85,88,107.8,36.22926993,113.7251072,0
180,93,93,85,89,108,36.12201545,113.8806393,0
182,93,93,85,90,108.6,36.81630074,114.6708333,0
181,93,93,84,89,108,36.64969304,114.0491122,0
180,92,92,85,88,107.4,36.39560413,113.3992945,0
181,92,92,84,88,107.4,36.91937161,113.5684815,0
180,92,92,84,88,107.2,36.52067907,113.2501656,0
180,93,93,84,88,107.6,36.3571176,113.576406,0
179,93,93,84,88,107.4,35.95886539,113.2598782,0
179,95,95,85,87,108.2,35.63369192,113.9166362,0
179,94,94,85,86,107.6,35.9032032,113.4319179,0
178,94,94,85,86,107.4,35.50549253,113.1167538,0
178,94,94,85,88,107.8,35.2726523,113.4239834,0
180,94,94,85,88,108.2,36.0688231,114.0534962,0
179,94,94,85,88,108,35.67071628,113.7382961,0
179,94,94,84,88,107.8,35.80167594,113.5896122,0
182,94,94,85,87,108.4,36.97891291,114.5338378,0
183,93,93,84,88,108.2,37.55209715,114.5312185,0
182,93,93,84,87,107.8,37.26338686,114.0587568,0
185,93,93,85,87,108.6,38.33327536,115.1668355,0
185,94,94,85,88,109.2,38.05995271,115.6425527,0
185,93,93,84,88,108.6,38.34892437,115.1720452,0
184,95,95,85,88,109.4,37.50519964,115.6503351,0
187,95,95,85,88,110,38.69883719,116.6087475,0
187,96,96,85,87,110.2,38.66471259,116.7861293,0
186,97,97,85,87,110.4,38.12400818,116.7972602,0
187,97,97,84,86,110.2,38.77834447,116.8237989,0
186,96,96,84,86,109.6,38.52064382,116.1722859,0
185,95,95,84,86,109,38.26747967,115.5222922,0
185,95,95,84,85,108.8,38.38958192,115.3741739,0
184,95,95,84,85,108.6,37.99263086,115.0539004,0
184,95,95,83,86,108.6,38.00315776,115.057377,0
186,95,95,83,86,109,38.79690709,115.6987468,0
187,95,95,84,85,109.2,39.18367007,116.0172401,0
186,95,95,84,85,109,38.78659562,115.6952894,0
184,94,94,84,86,108.4,38.01894265,114.8738438,0
184,94,94,85,85,108.4,38.01368175,114.8721028,0
187,94,94,85,85,109,39.20714221,115.8369544,0
186,93,93,85,84,108.2,39.08657058,115.04347,0
184,93,93,85,85,108,38.16804947,114.5460606,0
185,91,91,85,85,107.4,38.89267283,114.2252161,0
184,91,91,85,86,107.4,38.38020323,114.0517426,0
184,91,91,85,86,107.4,38.38020323,114.0517426,0
183,91,91,85,86,107.2,37.98104791,113.7295036,0
183,91,91,85,85,107,38.09461904,113.5790474,0
183,92,92,86,84,107.4,37.9346807,113.90259,0
183,91,91,86,84,107,38.09986877,113.5808082,0
182,91,91,86,85,107,37.58191054,113.4081126,0
184,91,91,86,85,107.4,38.38020323,114.0517426,0
184,92,92,86,85,107.8,38.21203999,114.3721994,0
184,92,92,85,84,107.4,38.44788681,114.074537,0
185,91,91,85,84,107.2,39.00974237,114.0771669,0
186,91,91,85,84,107.4,39.4086285,114.4019231,0
185,91,91,85,84,107.2,39.00974237,114.0771669,0
183,90,90,85,84,106.4,38.38020323,113.1105654,0
187,90,90,85,84,107.2,39.97699338,114.4115379,0
185,89,89,84,84,106.2,39.46340077,113.2951897,0
184,89,89,83,84,105.8,39.17856557,112.8210973,0
184,88,88,84,84,105.6,39.2407951,112.6552262,0
181,90,90,84,84,105.8,37.69562309,112.3147363,0
180,92,92,84,84,106.4,36.97350403,112.6410227,0
181,92,92,83,83,106.2,37.61595406,112.6649901,0
182,93,93,83,83,106.8,37.86502344,113.3137238,0
180,93,93,84,83,106.6,36.94644773,112.8210973,0
178,93,93,84,83,106.2,36.15190175,112.1846692,0
178,93,93,84,84,106.4,36.02554649,112.3334322,0
177,93,93,84,84,106.2,35.62807881,112.016963,0
177,93,93,84,85,106.4,35.50549253,112.1677315,0
178,93,93,83,84,106.2,36.15190175,112.1846692,0
178,93,93,82,84,106,36.28222705,112.0374937,0
176,93,93,83,84,105.8,35.35760173,111.5517817,0
177,92,92,83,85,105.8,35.78491302,111.6879582,0
175,91,91,83,86,105.2,35.03369806,110.8801154,0
176,91,91,83,87,105.6,35.32477884,111.3516951,0
176,91,91,82,87,105.4,35.45475991,111.2034172,0
175,92,92,82,86,105.4,35.00628515,111.0612444,0
174,92,92,82,88,105.6,34.39534852,111.060344,0
174,91,91,81,88,105,34.69293876,110.5830005,0
173,92,92,81,88,105.2,34.13736955,110.6001808,0
173,92,92,81,87,105,34.2403271,110.4418399,0
175,91,91,81,87,105,35.19090792,110.7402366,0
175,92,92,81,86,105.2,35.14199767,110.9143814,0
175,92,92,81,85,105,35.25336863,110.7601011,0
175,92,92,81,84,104.8,35.3689129,110.6074139,0
174,92,92,81,85,104.8,34.85627634,110.4445562,0
174,92,92,82,85,105,34.72175111,110.5920431,0
175,92,92,81,87,105.4,35.0348398,111.070248,0
176,92,92,81,86,105.4,35.53927405,111.2303915,0
176,92,92,82,86,105.6,35.40395458,111.3768378,0
178,91,91,82,85,105.4,36.46697136,111.530265,0
179,91,91,81,84,105.2,37.10741166,111.5526781,0
177,91,91,81,84,104.8,36.31198149,110.9125782,0
177,92,92,82,85,105.6,35.91434254,111.5401273,0
177,92,92,81,86,105.6,35.93661086,111.5472994,0
176,91,91,81,85,104.8,35.80167594,110.7465575,0
175,91,91,81,87,105,35.19090792,110.7402366,0
174,91,91,80,87,104.6,34.93193381,110.2787378,0
173,90,90,80,87,104,34.69293876,109.6339364,0
173,90,90,80,86,103.8,34.79310276,109.4760248,0
173,90,90,81,86,104,34.65833233,109.6229903,0
172,90,90,81,85,103.6,34.36626253,109.1512712,0
171,90,90,80,84,103,34.21110931,108.5329443,0
171,91,91,82,84,103.8,33.79585773,109.1631806,0
169,90,90,83,84,103.2,33.02968362,108.356818,0
169,90,90,83,86,103.6,32.80609699,108.6701431,0
170,90,90,83,85,103.6,33.31426121,108.8246296,0
169,89,89,83,85,103,33.08171701,108.1822536,0
170,89,89,83,85,103.2,33.48074073,108.4951612,0
170,89,89,82,84,102.8,33.71290554,108.1868754,0
169,90,90,82,84,103,33.15418526,108.2044361,0
169,89,89,82,85,102.8,33.20481893,108.0296256,0
170,90,90,81,85,103.2,33.5702249,108.5228087,0
170,90,90,81,84,103,33.6808551,108.3669691,0
169,91,91,82,85,103.6,32.88525505,108.6940661,0
172,90,90,81,84,103.4,34.47665877,108.9963302,0
172,92,92,81,84,104.2,34.17835572,109.6622086,0
172,93,93,82,85,105,33.78165182,110.3004986,0
173,93,93,81,84,104.8,34.43486605,110.312284,0
173,94,94,81,84,105.2,34.30102039,110.6508021,0
171,94,94,81,84,104.8,33.51059534,110.0272693,0
172,94,94,82,86,105.6,33.52372294,110.7935016,0
172,95,95,82,85,105.8,33.51059534,110.9801784,0
172,96,96,82,86,106.4,33.26018641,111.477352,0
172,95,95,81,86,105.8,33.53445989,110.9873867,0
173,95,95,81,85,105.8,34.04937591,111.1440507,0
172,95,95,81,85,105.6,33.65471735,110.833208,0
172,96,96,81,85,106,33.5320742,111.1773358,0
174,96,96,81,85,106.4,34.31967366,111.7980322,0
172,97,97,80,85,106.2,33.5702249,111.3795313,0
172,96,96,80,85,105.8,33.68323025,111.0324277,0
173,97,97,80,85,106.4,33.96233208,111.6888535,0
173,98,98,80,84,106.6,33.98587942,111.8865497,0
173,97,97,80,84,106.2,34.09046788,111.5374377,0
175,97,97,79,83,106.2,35.15906711,111.868673,0
174,97,97,79,83,106,34.7678012,111.5562638,0
173,96,96,79,84,105.6,34.35462123,111.0477375,0
175,95,95,81,84,106,34.96283741,111.617203,0
175,95,95,81,84,106,34.96283741,111.617203,0
175,95,95,81,85,106.2,34.83905854,111.7685108,0
175,95,95,82,84,106.2,34.82183223,111.7631424,0
174,95,95,81,84,105.8,34.56819347,111.304088,0
175,94,94,81,84,105.6,35.0918794,111.2780302,0
176,94,94,81,83,105.6,35.61235741,111.4432591,0
175,95,95,81,84,106,34.96283741,111.617203,0
174,95,95,81,83,105.6,34.69639751,111.1539473,0
176,94,94,80,84,105.6,35.62920151,111.4486429,0
176,95,95,80,84,106,35.50211261,111.787298,0
177,95,95,81,83,106.2,35.87979933,112.0972792,0
176,95,95,81,83,106,35.48520819,111.7819306,0
175,95,95,81,82,105.6,35.22271994,111.3193604,0
176,95,95,80,82,105.6,35.75807601,111.4899099,0
174,95,95,80,82,105.2,34.970845,110.8602724,0
173,95,95,79,81,104.6,34.85742389,110.2551586,0
174,95,95,82,81,105.4,34.82872378,111.0054053,0
173,94,94,83,81,105,34.4267338,110.4997738,0
172,94,94,83,80,104.6,34.17367408,110.0409015,0
173,93,93,82,80,104.2,34.82183223,109.864462,0
173,93,93,82,80,104.2,34.82183223,109.864462,0
173,92,92,82,80,103.8,34.95368364,109.5271656,0
174,92,92,84,81,104.6,34.97198879,110.2914321,0
173,92,92,83,80,104,34.83102066,109.6777097,0
176,92,92,84,81,105,35.76590555,110.9242985,0
175,92,92,83,80,104.4,35.62358769,110.3104709,0
174,91,91,83,81,104,35.23634487,109.8071036,0
173,91,91,82,80,103.4,35.0918794,109.1924906,0
174,91,91,82,80,103.6,35.48858972,109.5098169,0
175,91,91,81,80,103.6,36.00888779,109.6795332,0
174,90,90,82,81,103.4,35.50549253,109.3261176,0
174,89,89,81,81,102.8,35.77932364,108.8485186,0
175,90,90,81,80,103.2,36.15190175,109.3489826,0
174,90,90,81,80,103,35.75471997,109.0293538,0
175,91,91,82,80,103.8,35.88537306,109.8280474,0
176,90,90,82,79,103.4,36.56008753,109.6731508,0
175,90,90,81,79,103,36.28222705,109.2034798,0
174,89,89,81,78,102.2,36.16296448,108.4094092,0
175,89,89,82,79,102.8,36.31198149,109.0247678,0
173,90,90,82,79,102.8,35.3689129,108.7143045,0
173,90,90,81,79,102.6,35.48858972,108.5642667,0
175,90,90,82,80,103.4,36.03109768,109.4979452,0
174,92,92,81,79,103.6,35.61235741,109.5499886,0
174,92,92,81,81,104,35.34402354,109.8417043,0
174,91,91,81,82,103.8,35.35760173,109.6567371,0
174,91,91,81,82,103.8,35.35760173,109.6567371,0
175,90,90,82,82,103.8,35.77932364,109.7934424,0
175,90,90,82,82,103.8,35.77932364,109.7934424,0
174,90,90,81,81,103.2,35.62807881,109.1769206,0
174,90,90,81,81,103.2,35.62807881,109.1769206,0
173,90,90,81,82,103.2,35.10783388,109.0082566,0
171,90,90,82,82,103,34.18771709,108.525573,0
171,90,90,81,82,102.8,34.31267987,108.3752739,0
172,89,89,81,82,102.6,34.86316107,108.3614323,0
172,89,89,81,82,102.6,34.86316107,108.3614323,0
172,88,88,81,82,102.2,35.02227862,108.0342538,0
171,87,87,80,81,101.2,35.02227862,107.0887482,0
170,87,87,81,81,101.2,34.50449246,106.9205312,0
170,87,87,80,81,101,34.62369131,106.7698459,0
171,86,86,80,81,100.8,35.18749778,106.7651629,0
171,86,86,81,81,101,35.07135583,106.9158548,0
169,86,86,81,82,100.8,34.16079624,106.4311984,0
169,86,86,81,81,100.6,34.27302146,106.2779375,0
169,86,86,81,81,100.6,34.27302146,106.2779375,0
171,85,85,81,81,100.6,35.24542524,106.5954971,0
172,85,85,80,81,100.6,35.75807601,106.7660995,0
172,85,85,80,80,100.4,35.86976443,106.6151959,0
171,85,85,80,80,100.2,35.47055117,106.2929913,0
171,85,85,80,80,100.2,35.47055117,106.2929913,0
169,85,85,80,81,100,34.56009259,105.8035916,0
170,85,85,80,81,100.2,34.95940503,106.1235129,0
170,85,85,80,81,100.2,34.95940503,106.1235129,0
171,84,84,80,81,100,35.53589734,106.1263398,0
169,83,83,80,81,99.2,34.91933562,105.1665346,0
169,83,83,80,81,99.2,34.91933562,105.1665346,0
169,83,83,80,82,99.4,34.81723711,105.3214128,0
169,83,83,81,83,99.8,34.60866943,105.630488,0
170,84,84,82,83,100.6,34.70792417,106.4189833,0
170,84,84,83,82,100.6,34.70792417,106.4189833,0
169,84,84,83,82,100.4,34.30801656,106.0999529,0
169,83,83,82,83,100,34.50217384,105.784687,0
169,83,83,82,83,100,34.50217384,105.784687,0
168,84,84,81,82,99.8,34.11978898,105.4713231,0
170,84,84,83,83,100.8,34.60289005,106.573918,0
169,83,83,83,83,100.2,34.4,105.9405494,0
168,84,84,82,83,100.2,33.90811112,105.781851,0
167,84,84,82,83,100,33.50820795,105.464686,0
166,84,84,82,82,99.6,33.21204601,104.9914282,0
166,83,83,81,82,99,33.50820795,104.5169843,0
167,83,83,81,81,99,34.01176267,104.6795109,0
167,83,83,82,81,99.2,33.90811112,104.8351086,0
165,83,83,82,80,98.6,33.21806737,104.0451825,0
165,84,84,82,80,99,33.03331652,104.3657032,0
166,83,83,82,80,98.8,33.6178524,104.3628286,0
165,84,84,82,81,99.2,32.92051032,104.5198546,0
165,85,85,81,82,99.6,32.73896761,104.8427394,0
166,86,86,82,82,100.4,32.84874427,105.6371147,0
165,87,87,82,83,100.8,32.16457679,105.8073721,0
165,86,86,82,82,100.2,32.44934514,105.3233118,0
166,86,86,83,82,100.6,32.73896761,105.7931945,0
166,87,87,83,82,101,32.56378356,106.1197437,0
166,89,89,82,81,101.4,32.47522132,106.4734709,0
167,88,88,83,81,101.4,32.91564977,106.60863,0
166,88,88,82,81,101,32.63127334,106.140473,0
164,88,88,82,81,100.6,31.8345724,105.5168233,0
163,88,88,82,81,100.4,31.43628477,105.2064637,0
163,89,89,82,81,100.8,31.28194367,105.5424085,0
163,90,90,81,81,101,31.26019834,105.727007,0
163,91,91,82,82,101.8,30.86357076,106.3757491,0
162,90,90,81,82,101,30.73759913,105.573671,0
162,92,92,82,83,102.2,30.20198669,106.5692263,0
162,93,93,82,83,102.6,30.07058363,106.9158548,0
161,93,93,82,82,102.2,29.80872356,106.4584426,0
162,93,93,82,82,102.4,30.20331108,106.7614163,0
162,94,94,82,81,102.6,30.22316992,106.9588706,0
161,94,94,82,83,102.8,29.55266485,106.9635452,0
160,96,96,82,83,103.4,28.9385556,107.373181,0
160,95,95,83,82,103,29.04479299,107.0168211,0
159,96,96,82,83,103.2,28.54750427,107.0756742,0
159,97,97,82,84,103.8,28.30830267,107.5908918,0
163,97,97,82,84,104.6,29.87038667,108.7814322,0
162,98,98,82,85,105,29.24380276,108.9963302,0
162,98,98,81,84,104.6,29.5404807,108.691306,0
162,99,99,82,84,105.2,29.29436806,109.2025641,0
162,100,100,82,84,105.6,29.21369542,109.5664182,0
162,101,101,83,85,106.4,28.82776439,110.2361102,0
164,102,102,83,85,107.2,29.52558213,111.1917263,0
163,102,102,82,84,106.6,29.45912422,110.59566,0
163,103,103,82,84,107,29.40068026,110.9657605,0
163,105,105,83,84,108,29.13417238,111.8606276,0
163,109,109,83,83,109.4,29.21369542,113.2333873,0
163,111,111,84,83,110.4,29.03515111,114.1542816,0
164,110,110,85,83,110.4,29.22054072,114.2015762,0
164,111,111,84,83,110.6,29.39795911,114.4403775,0
163,112,112,84,83,110.8,29.04754723,114.5443146,0
163,113,113,84,84,111.4,28.87628785,115.0817101,0
162,114,114,84,83,111.4,28.74439076,115.0486853,0
162,115,115,84,83,111.8,28.78471817,115.4460913,0
162,117,117,85,83,112.8,28.6942503,116.3924396,0
162,118,118,84,83,113,28.95513771,116.6507608,0
162,120,120,84,84,114,28.89982699,117.6061223,0
162,121,121,84,84,114.4,28.98689359,118.0152533,0
161,123,123,84,83,114.8,29.08195317,118.4263484,0
160,125,125,84,83,115.4,29.01447914,118.9915963,0
160,126,126,84,84,116,28.92749557,119.5524989,0
161,127,127,83,84,116.4,29.5945941,120.1032889,0
161,128,128,83,85,117,29.52287249,120.6673112,0
161,130,130,82,85,117.6,30.07058363,121.3836892,0
161,134,134,83,84,119.2,30.77271519,123.1080826,0
159,132,132,82,84,117.8,30.08255308,121.5804261,0
158,132,132,82,84,117.6,29.81006541,121.3194131,0
161,134,134,82,85,119.2,30.78571097,123.1113317,0
160,135,135,81,85,119.2,30.96062015,123.1551867,0
159,137,137,81,84,119.6,31.35346871,123.641417,0
159,139,139,81,84,120.4,31.80943256,124.5311206,0
157,140,140,81,84,120.4,31.57594021,124.4716835,0
157,142,142,80,84,121,32.33573874,125.2461576,0
156,143,143,80,83,121,32.61288089,125.3179955,0
156,144,144,80,83,121.4,32.88525505,125.7751963,0
157,145,145,80,84,122.2,33.13849725,126.6135854,0
158,147,147,80,84,123.2,33.90221232,127.7794976,0
158,148,148,79,84,123.4,34.44183503,128.1163534,0
158,151,151,79,83,124.4,35.55052742,129.3800603,0
157,153,153,79,84,125.2,35.74576898,130.2029186,0
157,155,155,80,84,126.2,36.11869322,131.2669037,0
158,157,157,80,84,127.2,36.9291213,132.4522555,0
159,159,159,80,84,128.2,37.74334378,133.6405627,0
158,161,161,79,84,128.6,38.5050646,134.2408284,0
157,164,164,79,83,129.4,39.62120644,135.3299671,0
158,165,165,79,83,130,40.10984916,136.0470507,0
157,167,167,79,82,130.4,40.91747793,136.6689431,0
157,168,168,79,82,130.8,41.27662777,137.1583027,0
157,169,169,79,82,131.2,41.63844377,137.6488285,0
158,171,171,79,82,132.2,42.48952812,138.8603615,0
157,174,174,79,82,133.2,43.48516989,140.1185213,0
157,177,177,80,82,134.6,44.37386618,141.7257916,0
157,177,177,80,82,134.6,44.37386618,141.7257916,0
156,179,179,81,83,135.6,44.56725255,142.7361202,0
156,182,182,81,82,136.6,45.98086559,144.1311902,0
